"STATION","NAME","DATE","PRCP","SNOW","SNWD","TMAX","TMIN","TOBS","WESD","WT01","WT03","WT04","WT05","WT06","WT11"
"USC00368449","STATE COLLEGE, PA US","2006-01-01","0.02","0.0","0.0","38","30","35",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-01-02","0.00","0.0","0.0","39","34","37",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-01-03","0.50","0.0","0.0","40","34","35",,,"    1",,,,
"USC00368449","STATE COLLEGE, PA US","2006-01-04","0.00","0.0","0.0","39","35","36",,"    1",,,,,
"USC00368449","STATE COLLEGE, PA US","2006-01-05","0.09","0.0","0.0","42","36","40",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-01-06","0.04","0.4","0.0","41","31","33",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-01-07","0.00","0.0","0.0","33","21","21",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-01-08","0.02","0.0","0.0","34","21","34",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-01-09","0.00","0.0","0.0","41","33","35",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-01-10","0.00","0.0","0.0","58","35","37",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-01-11","0.00","0.0","0.0","44","36","43",,,"    1",,,,
"USC00368449","STATE COLLEGE, PA US","2006-01-12","0.22","0.0","0.0","47","37","38",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-01-13","0.00","0.0","0.0","57","33","33",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-01-14","0.62","0.0","0.0","58","33","47",,,,"    1",,,
"USC00368449","STATE COLLEGE, PA US","2006-01-15","0.05","0.2","0.0","48","18","18",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-01-16","0.00","0.0","0.0","31","18","20",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-01-17","0.00","0.0","0.0","31","19","30",,,,"    1",,"    1",
"USC00368449","STATE COLLEGE, PA US","2006-01-18","1.49","0.0","0.0","39","29","38",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-01-19","0.00","0.0","0.0","39","27","28",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-01-20","0.00","0.0","0.0","50","26","49",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-01-21","0.00","0.0","0.0","59","46","49",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-01-22","0.00","0.0","0.0","57","24","24",,,,"    1",,"    1",
"USC00368449","STATE COLLEGE, PA US","2006-01-23","0.48","0.4","0.0","38","24","33",,,,"    1",,"    1",
"USC00368449","STATE COLLEGE, PA US","2006-01-24","0.04","0.0","0.0","39","25","26",,,"    1",,,,
"USC00368449","STATE COLLEGE, PA US","2006-01-25","0.15","0.5","0.0","44","25","30",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-01-26","0.00","0.2","0.0","32","22","22",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-01-27","0.00","0.0","0.0","30","18","19",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-01-28","0.00","0.0","0.0","42","19","36",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-01-29","0.00","0.0","0.0","56","33","34",,,"    1",,,,
"USC00368449","STATE COLLEGE, PA US","2006-01-30","0.22","0.0","0.0","50","34","44",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-01-31","0.32","0.0","0.0","54","36","37",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-02-01","0.00","0.0","0.0","39","32","32",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-02-02","0.00","0.0","0.0","38","29","31",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-02-03","0.37","0.0","0.0","45","31","41",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-02-04","0.00","0.0","0.0","48","35","36",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-02-05","0.48","0.0","0.0","46","34","34",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-02-06","0.00","0.1","0.0","35","24","24",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-02-07","0.00","0.1","0.0","34","24","26",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-02-08","0.00","0.0","0.0","32","21","22",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-02-09","0.00","0.0","0.0","30","18","18",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-02-10","0.00","0.0","0.0","30","17","23",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-02-11","0.00","0.0","0.0","35","23","26",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-02-12","0.22","2.1","2.0","37","25","25",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-02-13","0.00","0.1","1.0","29","17","19",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-02-14","0.00","0.0","1.0","31","19","28",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-02-15","0.00","0.0","0.0","44","27","43",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-02-16","0.00","0.0","0.0","58","33","34",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-02-17","0.01","0.0","0.0","64","34","55",,,,,,,"    1"
"USC00368449","STATE COLLEGE, PA US","2006-02-18","0.00","0.0","0.0","51","24","24",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-02-19","0.01","0.3","0.0","25","6","6",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-02-20","0.00","0.0","0.0","23","6","16",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-02-21","0.00","0.0","0.0","34","16","24",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-02-22","0.00","0.0","0.0","39","21","21",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-02-23","0.00","0.0","0.0","45","21","32",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-02-24","0.10","0.4","0.0","45","23","23",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-02-25","0.00","0.0","0.0","33","23","27",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-02-26","0.00","0.1","0.0","54","18","18",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-02-27","0.01","0.1","0.0","25","15","16",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-02-28","0.10","1.0","1.0","29","14","15",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-03-01","0.00","0.0","0.0","31","15","25",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-03-02","0.06","0.0","0.0","41","24","30",,,,"    1",,"    1",
"USC00368449","STATE COLLEGE, PA US","2006-03-03","0.33","0.3","0.0","34","20","20",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-03-04","0.00","0.0","0.0","31","19","23",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-03-05","0.00","0.0","0.0","38","22","24",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-03-06","0.00","0.0","0.0","45","24","29",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-03-07","0.00","0.0","0.0","42","24","25",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-03-08","0.00","0.0","0.0","45","23","24",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-03-09","0.00","0.0","0.0","45","24","43",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-03-10","0.00","0.0","0.0","60","41","57",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-03-11","0.00","0.0","0.0","63","41","41",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-03-12","0.05","0.0","0.0","62","41","52",,,"    1",,,,
"USC00368449","STATE COLLEGE, PA US","2006-03-13","0.58","0.0","0.0","59","49","53",,,"    1",,,,
"USC00368449","STATE COLLEGE, PA US","2006-03-14","0.15","0.0","0.0","76","41","41",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-03-15","0.11","1.9","2.0","43","27","29",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-03-16","0.00","0.0","0.0","38","29","29",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-03-17","0.00","0.0","0.0","46","29","30",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-03-18","0.00","0.0","0.0","45","23","23",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-03-19","0.00","0.0","0.0","37","23","27",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-03-20","0.00","0.0","0.0","39","27","27",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-03-21","0.00","0.0","0.0","41","19","20",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-03-22","0.00","0.0","0.0","36","20","26",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-03-23","0.00","0.0","0.0","35","25","31",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-03-24","0.00","0.0","0.0","40","28","29",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-03-25","0.00","0.0","0.0","40","25","27",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-03-26","0.00","0.0","0.0","48","26","26",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-03-27","0.00","0.0","0.0","45","26","30",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-03-28","0.00","0.0","0.0","55","30","37",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-03-29","0.00","0.0","0.0","58","37","44",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-03-30","0.00","0.0","0.0","62","35","37",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-03-31","0.00","0.0","0.0","68","37","45",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-04-01","0.10","0.0","0.0","77","45","59",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-04-02","0.05","0.0","0.0","61","46","46",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-04-03","0.01","0.0","0.0","64","45","53",,,"    1",,,,
"USC00368449","STATE COLLEGE, PA US","2006-04-04","0.45","0.0","0.0","62","35","35",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-04-05","0.10","0.2","0.0","48","26","27",,,,"    1",,,
"USC00368449","STATE COLLEGE, PA US","2006-04-06","0.00","0.0","0.0","48","27","38",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-04-07","0.00","0.0","0.0","58","38","44",,,"    1",,,,
"USC00368449","STATE COLLEGE, PA US","2006-04-08","0.13","0.0","0.0","70","37","37",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-04-09","0.00","0.0","0.0","48","28","31",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-04-10","0.00","0.0","0.0","56","31","34",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-04-11","0.00","0.0","0.0","65","34","41",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-04-12","0.00","0.0","0.0","74","41","58",,,"    1",,,,
"USC00368449","STATE COLLEGE, PA US","2006-04-13","0.30","0.0","0.0","71","54","55",,,"    1",,,,
"USC00368449","STATE COLLEGE, PA US","2006-04-14","0.09","0.0","0.0","69","52","53",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-04-15","0.07","0.0","0.0","65","53","63",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-04-16","0.00","0.0","0.0","75","44","47",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-04-17","0.00","0.0","0.0","70","39","41",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-04-18","0.00","0.0","0.0","63","40","43",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-04-19","0.00","0.0","0.0","70","43","48",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-04-20","0.00","0.0","0.0","75","45","50",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-04-21","0.00","0.0","0.0","83","50","54",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-04-22","0.39","0.0","0.0","74","44","45",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-04-23","0.63","0.0","0.0","48","43","44",,,"    1",,,,
"USC00368449","STATE COLLEGE, PA US","2006-04-24","0.21","0.0","0.0","67","44","48",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-04-25","0.00","0.0","0.0","62","46","50",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-04-26","0.08","0.0","0.0","67","30","34",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-04-27","0.00","0.0","0.0","61","34","45",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-04-28","0.00","0.0","0.0","68","36","42",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-04-29","0.00","0.0","0.0","64","37","40",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-04-30","0.00","0.0","0.0","68","40","45",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-05-01","0.00","0.0","0.0","70","44","48",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-05-02","0.00","0.0","0.0","72","44","49",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-05-03","0.00","0.0","0.0","79","49","55",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-05-04","0.00","0.0","0.0","75","50","57",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-05-05","0.00","0.0","0.0","82","57","59",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-05-06","0.00","0.0","0.0","74","53","56",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-05-07","0.00","0.0","0.0","64","39","63",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-05-08","0.00","0.0","0.0","66","43","51",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-05-09","0.00","0.0","0.0","65","42","45",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-05-10","0.00","0.0","0.0","71","45","50",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-05-11","0.00","0.0","0.0","80","50","56",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-05-12","0.76","0.0","0.0","61","45","50",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-05-13","0.00","0.0","0.0","65","48","51",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-05-14","0.00","0.0","0.0","65","48","51",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-05-15","0.10","0.0","0.0","67","51","56",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-05-16","0.30","0.0","0.0","63","50","50",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-05-17","0.03","0.0","0.0","55","45","53",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-05-18","0.01","0.0","0.0","63","49","53",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-05-19","0.14","0.0","0.0","61","45","46",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-05-20","0.04","0.0","0.0","51","46","48",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-05-21","0.00","0.0","0.0","61","46","50",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-05-22","0.02","0.0","0.0","59","43","45",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-05-23","0.00","0.0","0.0","58","40","43",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-05-24","0.00","0.0","0.0","64","42","49",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-05-25","0.00","0.0","0.0","73","49","55",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-05-26","0.00","0.0","0.0","71","55","59",,,"    1",,,,
"USC00368449","STATE COLLEGE, PA US","2006-05-27","0.30","0.0","0.0","71","59","64",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-05-28","0.00","0.0","0.0","76","55","60",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-05-29","0.00","0.0","0.0","82","58","62",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-05-30","0.00","0.0","0.0","91","62","72",,,"    1",,,,
"USC00368449","STATE COLLEGE, PA US","2006-05-31","0.26","0.0","0.0","93","65","68",,,"    1",,,,
"USC00368449","STATE COLLEGE, PA US","2006-06-01","0.00","0.0","0.0","88","66","67",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-06-02","0.17","0.0","0.0","81","66","67",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-06-03","0.96","0.0","0.0","70","55","57",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-06-04","0.00","0.0","0.0","68","51","56",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-06-05","0.86","0.0","0.0","63","48","51",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-06-06","0.00","0.0","0.0","75","51","56",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-06-07","0.00","0.0","0.0","77","56","59",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-06-08","0.00","0.0","0.0","78","58","61",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-06-09","0.00","0.0","0.0","76","56","59",,,"    1",,,,
"USC00368449","STATE COLLEGE, PA US","2006-06-10","0.05","0.0","0.0","75","52","53",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-06-11","0.00","0.0","0.0",,"44","48",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-06-12","0.00","0.0","0.0","70","47","53",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-06-13","0.00","0.0","0.0","68","53","59",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-06-14","0.00","0.0","0.0","77","59","62",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-06-15","0.00","0.0","0.0","72","53","59",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-06-16","0.00","0.0","0.0","77","52","58",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-06-17","0.00","0.0","0.0","83","58","63",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-06-18","0.00","0.0","0.0","87","63","67",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-06-19","0.00","0.0","0.0","90","67","73",,,"    1",,,,
"USC00368449","STATE COLLEGE, PA US","2006-06-20","0.23","0.0","0.0","81","62","64",,,"    1",,,,
"USC00368449","STATE COLLEGE, PA US","2006-06-21","0.00","0.0","0.0","79","55","59",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-06-22","0.21","0.0","0.0","81","59","68",,,"    1",,,,
"USC00368449","STATE COLLEGE, PA US","2006-06-23","0.42","0.0","0.0","86","64","67",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-06-24","0.54","0.0","0.0","71","64","65",,"    1",,,,,
"USC00368449","STATE COLLEGE, PA US","2006-06-25","0.00","0.0","0.0","78","65","67",,"    1",,,,,
"USC00368449","STATE COLLEGE, PA US","2006-06-26","0.51","0.0","0.0","71","67","68",,,"    1",,,,
"USC00368449","STATE COLLEGE, PA US","2006-06-27","0.35","0.0","0.0","80","68","72",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-06-28","1.44","0.0","0.0","81","65","65",,,"    1",,,,
"USC00368449","STATE COLLEGE, PA US","2006-06-29","0.06","0.0","0.0","82","62","64",,,"    1",,,,
"USC00368449","STATE COLLEGE, PA US","2006-06-30","0.05","0.0","0.0","79","60","62",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-07-01","0.00","0.0","0.0","78","59","61",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-07-02","0.00","0.0","0.0","82","61","75",,,"    1",,,,
"USC00368449","STATE COLLEGE, PA US","2006-07-03","0.38","0.0","0.0","86","67","69",,,"    1",,,,
"USC00368449","STATE COLLEGE, PA US","2006-07-04","0.00","0.0","0.0","82","69","70",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-07-05","0.28","0.0","0.0","78","67","67",,,"    1",,,,
"USC00368449","STATE COLLEGE, PA US","2006-07-06","0.00","0.0","0.0","79","60","61",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-07-07","0.00","0.0","0.0","72","57","59",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-07-08","0.00","0.0","0.0","76","59","62",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-07-09","0.00","0.0","0.0","78","62","65",,,"    1",,,,
"USC00368449","STATE COLLEGE, PA US","2006-07-10","0.00","0.0","0.0","79","62","64",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-07-11","0.00","0.0","0.0","82","64","71",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-07-12","0.06","0.0","0.0","87","71","71",,,"    1",,,,
"USC00368449","STATE COLLEGE, PA US","2006-07-13","0.65","0.0","0.0","80","71","71",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-07-14","0.01","0.0","0.0","82","64","65",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-07-15","0.38","0.0","0.0","86","65","71",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-07-16","0.02","0.0","0.0","84","66","70",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-07-17","0.00","0.0","0.0","89","70","75",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-07-18","0.00","0.0","0.0","92","73","76",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-07-19","0.00","0.0","0.0","89","69","71",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-07-20","0.00","0.0","0.0","86","71","73",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-07-21","0.05","0.0","0.0","86","70","71",,"    1",,,,,
"USC00368449","STATE COLLEGE, PA US","2006-07-22","0.09","0.0","0.0","86","69","70",,,"    1",,,,
"USC00368449","STATE COLLEGE, PA US","2006-07-23","0.40","0.0","0.0","78","63","64",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-07-24","0.00","0.0","0.0","77","60","62",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-07-25","0.00","0.0","0.0","82","62","65",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-07-26","0.00","0.0","0.0","86","65","68",,"    1",,,,,
"USC00368449","STATE COLLEGE, PA US","2006-07-27","0.00","0.0","0.0","87","68","73",,,"    1",,,,
"USC00368449","STATE COLLEGE, PA US","2006-07-28","0.44","0.0","0.0","87","71","74",,,"    1",,,,
"USC00368449","STATE COLLEGE, PA US","2006-07-29","0.15","0.0","0.0","81","70","72",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-07-30","0.13","0.0","0.0","86","68","68",,,"    1",,,,
"USC00368449","STATE COLLEGE, PA US","2006-07-31","0.23","0.0","0.0","86","68","71",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-08-01","0.00","0.0","0.0","88","71","76",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-08-02","0.00","0.0","0.0","92","76","78",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-08-03","0.00","0.0","0.0","92","77","79",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-08-04","0.00","0.0","0.0","93","72","74",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-08-05","0.00","0.0","0.0","85","62","65",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-08-06","0.00","0.0","0.0","85","63","65",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-08-07","0.00","0.0","0.0","87","65","74",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-08-08","0.00","0.0","0.0","87","66","67",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-08-09","0.00","0.0","0.0","81","57","58",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-08-10","0.00","0.0","0.0","81","58","63",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-08-11","0.00","0.0","0.0","83","62","63",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-08-12","0.00","0.0","0.0","77","51","53",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-08-13","0.00","0.0","0.0","77","53","55",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-08-14","0.00","0.0","0.0","83","55","57",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-08-15","0.37","0.0","0.0","87","57","70",,,"    1",,,,
"USC00368449","STATE COLLEGE, PA US","2006-08-16","0.00","0.0","0.0","80","58","60",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-08-17","0.00","0.0","0.0","82","59","61",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-08-18","0.00","0.0","0.0","83","61","68",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-08-19","0.00","0.0","0.0","84","67","72",,,"    1",,,,
"USC00368449","STATE COLLEGE, PA US","2006-08-20","0.20","0.0","0.0","77","69","70",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-08-21","0.00","0.0","0.0","82","61","62",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-08-22","0.00","0.0","0.0","81","59","61",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-08-23","0.00","0.0","0.0","84","60","62",,,"    1",,,,
"USC00368449","STATE COLLEGE, PA US","2006-08-24","0.04","0.0","0.0","80","59","60",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-08-25","0.11","0.0","0.0","75","60","63",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-08-26","0.00","0.0","0.0","82","63","65",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-08-27","0.00","0.0","0.0","76","65","68",,"    1","    1",,,,
"USC00368449","STATE COLLEGE, PA US","2006-08-28","1.65","0.0","0.0","72","68","69",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-08-29","0.80","0.0","0.0","77","69","70",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-08-30","0.00","0.0","0.0","82","64","64",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-08-31","0.00","0.0","0.0","70","57","57",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-09-01","0.00","0.0","0.0","71","57","57",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-09-02","1.85","0.0","0.0","64","52","52",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-09-03","1.36","0.0","0.0","59","51","55",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-09-04","0.01","0.0","0.0","63","53","55",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-09-05","0.08","0.0","0.0","71","55","59",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-09-06","0.13","0.0","0.0","65","55","56",,"    1","    1",,,,
"USC00368449","STATE COLLEGE, PA US","2006-09-07","0.12","0.0","0.0","70","52","53",,"    1",,,,,
"USC00368449","STATE COLLEGE, PA US","2006-09-08","0.00","0.0","0.0","73","53","55",,"    1",,,,,
"USC00368449","STATE COLLEGE, PA US","2006-09-09","0.00","0.0","0.0","77","54","56",,"    1","    1",,,,
"USC00368449","STATE COLLEGE, PA US","2006-09-10","0.04","0.0","0.0","77","54","55",,"    1",,,,,
"USC00368449","STATE COLLEGE, PA US","2006-09-11","0.00","0.0","0.0","69","54","54",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-09-12","0.00","0.0","0.0","60","54","57",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-09-13","0.06","0.0","0.0","60","56","56",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-09-14","0.06","0.0","0.0","61","56","59",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-09-15","0.02","0.0","0.0","71","59","60",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2006-09-16","0.02","0.0","0.0","71","60","62",,,,,,,
