"STATION","NAME","DATE","PRCP","SNOW","SNWD","TMAX","TMIN","TOBS","WESD","WT01","WT03","WT04","WT05","WT06","WT11"
"USC00368449","STATE COLLEGE, PA US","2010-08-22","1.49","0.0","0.0","83","63","70",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2010-08-23","0.05","0.0","0.0","79","63","66",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2010-08-24","0.13","0.0","0.0","69","59","59",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2010-08-25","0.04","0.0","0.0","69","59","64",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2010-08-26","0.00","0.0","0.0","77","62","63",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2010-08-27","0.00","0.0","0.0","76","51","54",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2010-08-28","0.00","0.0","0.0","77","51","55",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2010-08-29","0.00","0.0","0.0","81","54","58",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2010-08-30","0.00","0.0","0.0","87","58","62",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2010-08-31","0.00","0.0","0.0","87","62","65",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2010-09-01","0.00","0.0","0.0","90","65","66",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2010-09-02","0.00","0.0","0.0","90","65","68",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2010-09-03","0.00","0.0","0.0","91","65","65",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2010-09-04","0.00","0.0","0.0","89","59","60",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2010-09-05","0.00","0.0","0.0","67","51","52",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2010-09-06","0.00","0.0","0.0","68","46","48",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2010-09-07","0.00","0.0","0.0","78","48","59",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2010-09-08","0.00","0.0","0.0","89","59","68",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2010-09-09","0.00","0.0","0.0","75","56","57",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2010-09-10","0.00","0.0","0.0","67","55","56",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2010-09-11","0.00","0.0","0.0","68","47","50",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2010-09-12","0.12","0.0","0.0","73","50","59",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2010-09-13","0.00","0.0","0.0","69","49","52",,"    1",,,,,
"USC00368449","STATE COLLEGE, PA US","2010-09-14","0.00","0.0","0.0","77","52","57",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2010-09-15","0.00","0.0","0.0","73","52","55",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2010-09-16","0.00","0.0","0.0","75","51","53",,,"    1",,,,
"USC00368449","STATE COLLEGE, PA US","2010-09-17","0.73","0.0","0.0","64","53","61",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2010-09-18","0.01","0.0","0.0","64","48","49",,"    1",,,,,
"USC00368449","STATE COLLEGE, PA US","2010-09-19","0.00","0.0","0.0","73","48","57",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2010-09-20","0.00","0.0","0.0","79","53","53",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2010-09-21","0.00","0.0","0.0","69","45","45",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2010-09-22","0.00","0.0","0.0","77","45","60",,,"    1",,,,
"USC00368449","STATE COLLEGE, PA US","2010-09-23","0.00","0.0","0.0","87","59","61",,"    1",,,,,
"USC00368449","STATE COLLEGE, PA US","2010-09-24","0.00","0.0","0.0","84","61","67",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2010-09-25","0.00","0.0","0.0","88","63","64",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2010-09-26","0.00","0.0","0.0","78","50","51",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2010-09-27","0.20","0.0","0.0","65","50","56",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2010-09-28","0.72","0.0","0.0","68","56","66",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2010-09-29","0.12","0.0","0.0","73","54","54",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2010-09-30","0.45","0.0","0.0","65","54","56",,"    1",,,,,
"USC00368449","STATE COLLEGE, PA US","2010-10-01","3.21","0.0","0.0","64","54","55",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2010-10-02","0.00","0.0","0.0","65","42","44",,"    1",,,,,
"USC00368449","STATE COLLEGE, PA US","2010-10-03","0.00","0.0","0.0","62","42","43",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2010-10-04","0.04","0.0","0.0","62","43","45",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2010-10-05","0.20","0.0","0.0","49","44","46",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2010-10-06","0.21","0.0","0.0","52","46","47",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2010-10-07","0.13","0.0","0.0","54","47","52",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2010-10-08","0.00","0.0","0.0","66","45","47",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2010-10-09","0.00","0.0","0.0","72","46","55",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2010-10-10","0.00","0.0","0.0","73","44","44",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2010-10-11","0.00","0.0","0.0","77","44","57",,,"    1",,,,
"USC00368449","STATE COLLEGE, PA US","2010-10-12","0.29","0.0","0.0","76","55","55",,"    1","    1",,,,
"USC00368449","STATE COLLEGE, PA US","2010-10-13","0.00","0.0","0.0","69","38","39",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2010-10-14","0.00","0.0","0.0","60","39","43",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2010-10-15","0.05","0.0","0.0","54","43","43",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2010-10-16","0.00","0.0","0.0","57","43","46",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2010-10-17","0.00","0.0","0.0","61","44","47",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2010-10-18","0.00","0.0","0.0","67","41","42",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2010-10-19","0.00","0.0","0.0","53","42","42",,"    1",,,,,
"USC00368449","STATE COLLEGE, PA US","2010-10-20","0.00","0.0","0.0","56","37","38",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2010-10-21","0.00","0.0","0.0","60","38","50",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2010-10-22","0.01","0.0","0.0","56","38","40",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2010-10-23","0.00","0.0","0.0","51","38","48",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2010-10-24","0.00","0.0","0.0","71","48","50",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2010-10-25","0.00","0.0","0.0","73","50","54",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2010-10-26","0.00","0.0","0.0","69","51","52",,"    1",,,,,
"USC00368449","STATE COLLEGE, PA US","2010-10-27","0.48","0.0","0.0","69","52","54",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2010-10-28","0.00","0.0","0.0","70","54","57",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2010-10-29","0.00","0.0","0.0","64","43","43",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2010-10-30","0.02","0.0","0.0","49","34","35",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2010-10-31","0.00","0.0","0.0","58","35","47",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2010-11-01","0.00","0.0","0.0","51","32","33",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2010-11-02","0.00","0.0","0.0","48","27","27",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2010-11-03","0.00","0.0","0.0","48","26","29",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2010-11-04","0.08","0.0","0.0","53","29","44",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2010-11-05","0.49","0.0","0.0","45","40","41",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2010-11-06","0.01","0.0","0.0","46","32","36",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2010-11-07","0.00","0.0","0.0","44","29","29",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2010-11-08","0.00","0.0","0.0","45","29","36",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2010-11-09","0.00","0.0","0.0","55","35","37",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2010-11-10","0.00","0.0","0.0","56","37","42",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2010-11-11","0.00","0.0","0.0","60","31","32",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2010-11-12","0.00","0.0","0.0","58","29","29",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2010-11-13","0.00","0.0","0.0","60","27","28",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2010-11-14","0.00","0.0","0.0","61","28","34",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2010-11-15","0.00","0.0","0.0","61","34","44",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2010-11-16","0.00","0.0","0.0","52","42","43",,"    1",,,,,
"USC00368449","STATE COLLEGE, PA US","2010-11-17","0.92","0.0","0.0","56","43","47",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2010-11-18","0.00","0.0","0.0","50","40","41",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2010-11-19","0.03","0.0","0.0","45","33","35",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2010-11-20","0.00","0.0","0.0","47","35","43",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2010-11-21","0.00","0.0","0.0","49","32","33",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2010-11-22","0.00","0.0","0.0","50","33","46",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2010-11-23","0.00","0.0","0.0","61","46","55",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2010-11-24","0.00","0.0","0.0","62","34","34",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2010-11-25","0.13","0.0","0.0","43","34","38",,,,"    1",,,
"USC00368449","STATE COLLEGE, PA US","2010-11-26","1.05","0.0","0.0","44","35","41",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2010-11-27","0.00","0.0","0.0","42","29","30",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2010-11-28","0.00","0.0","0.0","35","30","31",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2010-11-29","0.00","0.0","0.0","42","24","25",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2010-11-30","0.00","0.0","0.0","45","24","43",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2010-12-01","2.58","0.0","0.0","60","43","48",,"    1",,"    1",,,
"USC00368449","STATE COLLEGE, PA US","2010-12-02","0.49","0.3","0.0","48","26","27",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2010-12-03","0.00","0.0","0.0","32","25","27",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2010-12-04","0.00","0.0","0.0","33","26","28",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2010-12-05","0.00","0.0","0.0","34","23","24",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2010-12-06","0.00","0.0","0.0","32","24","25",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2010-12-07","0.00","0.0","0.0","29","22","22",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2010-12-08","0.00","0.2","0.0","28","20","21",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2010-12-09","0.02","1.0","1.0","28","18","19",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2010-12-10","0.00","0.0","0.0","30","18","24",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2010-12-11","0.06","1.2","1.0","30","21","22",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2010-12-12","0.08","0.0","0.0","38","20","36",,"    1",,,,,
"USC00368449","STATE COLLEGE, PA US","2010-12-13","0.37","0.0","0.0","44","22","25",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2010-12-14","0.02","0.3","0.0","27","13","15",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2010-12-15","0.00","0.0","0.0","21","14","16",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2010-12-16","0.00","0.0","0.0","24","14","15",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2010-12-17","0.00","0.0","0.0","25","14","20",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2010-12-18","0.00","0.0","0.0","30","20","23",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2010-12-19","0.00","0.0","0.0","31","13","14",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2010-12-20","0.00","0.0","0.0","29","12","24",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2010-12-21","0.00","0.0","0.0","29","24","24",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2010-12-22","0.00","0.0","0.0","35","23","26",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2010-12-23","0.00","0.0","0.0","37","25","27",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2010-12-24","0.00","0.0","0.0","34","23","24",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2010-12-25","0.00","0.0","0.0","33","23","24",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2010-12-26","0.01","0.2","0.0","30","21","22",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2010-12-27","0.00","0.0","0.0","27","16","17",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2010-12-28","0.00","0.0","0.0","28","16","22",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2010-12-29","0.00","0.0","0.0","34","21","27",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2010-12-30","0.00","0.0","0.0","40","19","22",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2010-12-31","0.00","0.0","0.0","38","19","27",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2011-01-01","0.00","0.0","0.0","47","27","31",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2011-01-02","0.01","0.0","0.0","49","30","38","0.0",,,,,,
"USC00368449","STATE COLLEGE, PA US","2011-01-03","0.00","0.0","0.0","39","19","19","0.0",,,,,,
"USC00368449","STATE COLLEGE, PA US","2011-01-04","0.00","0.0","0.0","32","18","26","0.0",,,,,,
"USC00368449","STATE COLLEGE, PA US","2011-01-05","0.00","0.0","0.0","42","26","26",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2011-01-06","0.00","0.0","0.0","30","17","18",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2011-01-07","0.05","1.0","1.0","30","17","21","0.0",,,,,,
"USC00368449","STATE COLLEGE, PA US","2011-01-08","0.06","1.3","2.0","27","18","20",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2011-01-09","0.01","0.1","1.0","25","16","17",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2011-01-10","0.00","0.0","1.0","26","17","19",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2011-01-11","0.00","0.0","1.0","28","11","15","0.0",,,,,,
"USC00368449","STATE COLLEGE, PA US","2011-01-12","0.15","2.6","4.0","27","15","22",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2011-01-13","0.01","0.1","3.0","26","17","18","0.0",,,,,,
"USC00368449","STATE COLLEGE, PA US","2011-01-14","0.00","0.0","3.0","26","17","19","0.0","    1",,,,,
"USC00368449","STATE COLLEGE, PA US","2011-01-15","0.00","0.0","3.0","27","19","24",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2011-01-16","0.00","0.0","2.0","37","22","23","0.0",,,,,,
"USC00368449","STATE COLLEGE, PA US","2011-01-17","0.00","0.0","2.0","26","16","17","0.0",,,,,,
"USC00368449","STATE COLLEGE, PA US","2011-01-18","0.09","0.6","3.0","25","15","23","0.0",,,"    1",,"    1",
"USC00368449","STATE COLLEGE, PA US","2011-01-19","0.17","0.3","2.0","35","23","33",,"    1",,"    1",,"    1",
"USC00368449","STATE COLLEGE, PA US","2011-01-20","0.00","0.0","2.0","37","23","24","0.0",,,,,,
"USC00368449","STATE COLLEGE, PA US","2011-01-21","0.27","2.8","5.0","29","21","21","0.0",,,,,,
"USC00368449","STATE COLLEGE, PA US","2011-01-22","0.01","0.2","5.0","22","3","3","0.0",,,,,,
"USC00368449","STATE COLLEGE, PA US","2011-01-23","0.00","0.0","5.0","19","2","12","0.0",,,,,,
"USC00368449","STATE COLLEGE, PA US","2011-01-24","0.00","0.0","4.0","21","-3","-1",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2011-01-25","0.00","0.0","4.0","26","-1","24",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2011-01-26","0.00","0.0","4.0","33","23","24",,"    1",,,,,
"USC00368449","STATE COLLEGE, PA US","2011-01-27","0.21","2.1","6.0","33","24","27","0.0",,,,,,
"USC00368449","STATE COLLEGE, PA US","2011-01-28","0.03","0.3","6.0","31","25","25","0.0","    1",,,,,
"USC00368449","STATE COLLEGE, PA US","2011-01-29","0.03","0.8","5.0","34","21","22",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2011-01-30","0.05","2.0","7.0","31","22","27","0.0",,,,,,
"USC00368449","STATE COLLEGE, PA US","2011-01-31","0.00","0.0","7.0","33","10","11",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2011-02-01","0.24","1.1","8.0","28","10","25","0.0",,,"    1",,,
"USC00368449","STATE COLLEGE, PA US","2011-02-02","0.80","1.5","8.0","34","24","31",,,,"    1",,"    1",
"USC00368449","STATE COLLEGE, PA US","2011-02-03","0.02","0.0","7.0","39","17","17","0.0",,,,,,
"USC00368449","STATE COLLEGE, PA US","2011-02-04","0.00","0.0","7.0","29","16","17","0.0",,,,,,
"USC00368449","STATE COLLEGE, PA US","2011-02-05","0.00","0.0","7.0","34","17","24",,,,"    1",,,
"USC00368449","STATE COLLEGE, PA US","2011-02-06","0.15","0.2","7.0","37","24","30",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2011-02-07","0.00","0.0","6.0","36","29","31",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2011-02-08","0.14","1.0","7.0","41","23","23","0.0",,,,,,
"USC00368449","STATE COLLEGE, PA US","2011-02-09","0.00","0.0","6.0","25","10","10",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2011-02-10","0.00","0.0","6.0","27","10","10","0.0",,,,,,
"USC00368449","STATE COLLEGE, PA US","2011-02-11","0.00","0.0","6.0","22","9","15","0.0",,,,,,
"USC00368449","STATE COLLEGE, PA US","2011-02-12","0.00","0.0","5.0","34","15","28",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2011-02-13","0.00","0.0","5.0","34","24","30",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2011-02-14","0.00","0.0","4.0","52","30","50",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2011-02-15","0.00","0.0","2.0","52","20","20","0.0",,,,,,
"USC00368449","STATE COLLEGE, PA US","2011-02-16","0.00","0.0","1.0","37","20","31",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2011-02-17","0.00","0.0","1.0","49","31","37","0.0","    1",,,,,
"USC00368449","STATE COLLEGE, PA US","2011-02-18","0.00","0.0","0.0","63","36","56","0.0",,,,,,
"USC00368449","STATE COLLEGE, PA US","2011-02-19","0.00","0.0","0.0","66","34","35",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2011-02-20","0.00","0.0","0.0","37","22","22",,,,"    1",,,
"USC00368449","STATE COLLEGE, PA US","2011-02-21","0.73","2.1","2.0","39","22","31","0.0",,,"    1",,"    1",
"USC00368449","STATE COLLEGE, PA US","2011-02-22","0.32","4.0","6.0","33","12","13",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2011-02-23","0.00","0.0","6.0","29","7","8",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2011-02-24","0.00","0.0","4.0","39","8","22","0.0",,,,,,
"USC00368449","STATE COLLEGE, PA US","2011-02-25","0.66","0.0","2.0","39","22","33","0.0","    1",,,,,
"USC00368449","STATE COLLEGE, PA US","2011-02-26","0.19","0.0","2.0","36","23","24",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2011-02-27","0.00","0.0","2.0","37","24","33",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2011-02-28","0.38","0.0","0.0","49","33","42",,,"    1",,,,
"USC00368449","STATE COLLEGE, PA US","2011-03-01","0.20","0.0","0.0","57","24","24","0.0",,,,,,
"USC00368449","STATE COLLEGE, PA US","2011-03-02","0.00","0.0","0.0","42","24","35",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2011-03-03","0.00","0.0","0.0","45","14","14","0.0",,,,,,
"USC00368449","STATE COLLEGE, PA US","2011-03-04","0.00","0.0","0.0","34","14","30","0.0",,,,,,
"USC00368449","STATE COLLEGE, PA US","2011-03-05","0.00","0.0","0.0","44","28","40",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2011-03-06","0.23","0.0","0.0","56","40","50","0.0",,,,,,
"USC00368449","STATE COLLEGE, PA US","2011-03-07","1.45","10.0","10.0","50","23","23","0.0",,,"    1",,,
"USC00368449","STATE COLLEGE, PA US","2011-03-08","0.00","0.0","6.0","41","19","19","0.0",,,,,,
"USC00368449","STATE COLLEGE, PA US","2011-03-09","0.00","0.0","4.0","44","19","34",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2011-03-10","0.64","0.0","1.0","41","33","40",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2011-03-11","0.80","0.0","0.0","50","34","34","0.0",,,,,,
"USC00368449","STATE COLLEGE, PA US","2011-03-12","0.02","0.0","0.0","48","32","33","0.0",,,,,,
"USC00368449","STATE COLLEGE, PA US","2011-03-13","0.00","0.0","0.0","57","33","38","0.0",,,,,,
"USC00368449","STATE COLLEGE, PA US","2011-03-14","0.00","0.0","0.0","40","33","33",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2011-03-15","0.00","0.0","0.0","45","26","27","0.0",,,,,,
"USC00368449","STATE COLLEGE, PA US","2011-03-16","0.24","0.0","0.0","46","27","37",,,,"    1",,,
"USC00368449","STATE COLLEGE, PA US","2011-03-17","0.00","0.0","0.0","49","37","42","0.0",,,,,,
"USC00368449","STATE COLLEGE, PA US","2011-03-18","0.00","0.0","0.0","65","42","63","0.0",,,,,,
"USC00368449","STATE COLLEGE, PA US","2011-03-19","0.00","0.0","0.0","72","39","39",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2011-03-20","0.00","0.0","0.0","51","26","27",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2011-03-21","0.26","0.0","0.0","51","27","39",,,"    1","    1",,,
"USC00368449","STATE COLLEGE, PA US","2011-03-22","0.03","0.0","0.0","71","38","43","0.0",,,,,,
"USC00368449","STATE COLLEGE, PA US","2011-03-23","0.44","0.1","0.0","53","32","33","0.0",,"    1","    1",,,
"USC00368449","STATE COLLEGE, PA US","2011-03-24","0.63","0.0","0.0","37","30","30",,"    1",,,,,
"USC00368449","STATE COLLEGE, PA US","2011-03-25","0.02","0.0","0.0","37","21","22","0.0",,,,,,
"USC00368449","STATE COLLEGE, PA US","2011-03-26","0.00","0.0","0.0","36","20","20",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2011-03-27","0.00","0.0","0.0","37","20","22",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2011-03-28","0.00","0.0","0.0","40","18","19",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2011-03-29","0.00","0.0","0.0","42","19","24","0.0",,,,,,
"USC00368449","STATE COLLEGE, PA US","2011-03-30","0.00","0.0","0.0","47","23","26",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2011-03-31","0.24","1.0","0.0","45","26","33","0.0","    1",,,,,
"USC00368449","STATE COLLEGE, PA US","2011-04-01","0.06","0.0","0.0","38","33","34","0.0","    1",,"    1",,,
"USC00368449","STATE COLLEGE, PA US","2011-04-02","0.00","0.0","0.0","41","30","32",,,,"    1",,,
"USC00368449","STATE COLLEGE, PA US","2011-04-03","0.00","0.0","0.0","49","31","38",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2011-04-04","0.06","0.0","0.0","50","38","45","0.0",,,,,,
"USC00368449","STATE COLLEGE, PA US","2011-04-05","0.90","0.0","0.0","63","38","38","0.0",,"    1",,,,
"USC00368449","STATE COLLEGE, PA US","2011-04-06","0.00","0.0","0.0","40","31","32",,,,"    1",,,
"USC00368449","STATE COLLEGE, PA US","2011-04-07","0.06","0.0","0.0","46","31","38","0.0","    1",,,,,
"USC00368449","STATE COLLEGE, PA US","2011-04-08","0.00","0.0","0.0","51","38","40","0.0",,,,,,
"USC00368449","STATE COLLEGE, PA US","2011-04-09","0.83","0.0","0.0","43","38","40",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2011-04-10","0.00","0.0","0.0","46","40","45",,"    1",,,,,
"USC00368449","STATE COLLEGE, PA US","2011-04-11","0.00","0.0","0.0","61","41","54","0.0",,,,,,
"USC00368449","STATE COLLEGE, PA US","2011-04-12","0.16","0.0","0.0","75","49","49","0.0",,,,,,
"USC00368449","STATE COLLEGE, PA US","2011-04-13","0.67","0.0","0.0","52","44","44",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2011-04-14","0.16","0.0","0.0","51","38","41","0.0",,,,,,
"USC00368449","STATE COLLEGE, PA US","2011-04-15","0.00","0.0","0.0","67","39","41",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2011-04-16","0.03","0.0","0.0","68","41","44","0.0",,,,,,
"USC00368449","STATE COLLEGE, PA US","2011-04-17","0.86","0.0","0.0","52","38","38",,,"    1",,,,
"USC00368449","STATE COLLEGE, PA US","2011-04-18","0.00","0.0","0.0","57","35","42",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2011-04-19","0.00","0.0","0.0","65","42","45","0.0","    1",,,,,
"USC00368449","STATE COLLEGE, PA US","2011-04-20","0.40","0.0","0.0","55","44","55","0.0","    1",,,,,
"USC00368449","STATE COLLEGE, PA US","2011-04-21","0.00","0.0","0.0","74","41","41","0.0",,,,,,
"USC00368449","STATE COLLEGE, PA US","2011-04-22","0.00","0.0","0.0","54","36","37",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2011-04-23","0.34","0.0","0.0","45","37","42","0.0",,,"    1",,,
"USC00368449","STATE COLLEGE, PA US","2011-04-24","0.00","0.0","0.0","71","42","61","0.0",,,,,,
"USC00368449","STATE COLLEGE, PA US","2011-04-25","0.03","0.0","0.0","70","55","55",,,"    1",,,,
"USC00368449","STATE COLLEGE, PA US","2011-04-26","0.02","0.0","0.0","84","55","64","0.0",,"    1",,,,
"USC00368449","STATE COLLEGE, PA US","2011-04-27","0.35","0.0","0.0","83","59","64","0.0",,"    1",,,,
"USC00368449","STATE COLLEGE, PA US","2011-04-28","0.77","0.0","0.0","80","61","62","0.0",,"    1",,,,
"USC00368449","STATE COLLEGE, PA US","2011-04-29","0.01","0.0","0.0","68","48","48","0.0",,,,,,
"USC00368449","STATE COLLEGE, PA US","2011-04-30","0.00","0.0","0.0","53","41","42","0.0",,,,,,
"USC00368449","STATE COLLEGE, PA US","2011-05-01","0.00","0.0","0.0","67","42","53",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2011-05-02","0.12","0.0","0.0","60","52","54",,,,,,,
"USC00368449","STATE COLLEGE, PA US","2011-05-03","0.00","0.0","0.0","68","54","60","0.0",,,,,,
